ProviderKey,ProviderDurableKey,NPI,ProviderName,FirstName,LastName,Credentials,Gender,ProviderType,IsProviderActive,PrimarySpecialty,ProviderStatus,HireDate,TerminationDate,_IsCurrent,EffectiveDate,ExpirationDate
704,100704,1905830813,"Louise Turner, MD",Louise,Turner,MD,F,Physician,1,Family Medicine,Active,2012-11-01,,1,2012-11-01,9999-12-31
705,100705,1835097911,"Kyle Hicks, DO",Kyle,Hicks,DO,M,Physician,1,Pediatrics,Active,2014-12-24,,1,2014-12-24,9999-12-31
706,100706,1789851142,"Maverick Kelly, MD",Maverick,Kelly,MD,M,Physician,1,Family Medicine,Active,2006-10-23,,1,2006-10-23,9999-12-31
707,100707,1775916655,"Susan Howard, PA",Susan,Howard,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2018-10-28,,1,2018-10-28,9999-12-31
708,100708,1863553621,"Zachary Boyd, MD",Zachary,Boyd,MD,M,Physician,1,Internal Medicine,Active,2016-05-12,,1,2016-05-12,9999-12-31
709,100709,1444665760,"Joshua Sanders, MD",Joshua,Sanders,MD,M,Physician,1,Cardiology,Active,2008-07-09,,1,2008-07-09,9999-12-31
710,100710,1604285587,"Brody Oliver, MD",Brody,Oliver,MD,M,Physician,1,Psychiatry,Active,2013-07-13,,1,2013-07-13,9999-12-31
711,100711,1816499364,"Timothy Spencer, MD",Timothy,Spencer,MD,M,Physician,1,Family Medicine,Active,2019-10-18,,1,2019-10-18,9999-12-31
712,100712,1889436683,"Karen Gray, NP",Karen,Gray,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2019-12-25,,1,2019-12-25,9999-12-31
713,100713,1287841565,"Tyler Sullivan, DO",Tyler,Sullivan,DO,M,Physician,1,Pediatrics,Active,2011-06-15,,1,2011-06-15,9999-12-31
714,100714,1492980098,"Bradley Thompson, DO",Bradley,Thompson,DO,M,Physician,1,Internal Medicine,Active,2022-03-04,,1,2022-03-04,9999-12-31
715,100715,1933228323,"David Myers, MD",David,Myers,MD,M,Physician,1,Gastroenterology,Active,2012-10-29,,1,2012-10-29,9999-12-31
716,100716,1442446357,"Bobby Thomas, MD",Bobby,Thomas,MD,M,Physician,1,Pediatrics,Active,2014-06-29,,1,2014-06-29,9999-12-31
717,100717,1544108908,"Theo Franklin, MD",Theo,Franklin,MD,M,Physician,1,Emergency Medicine,Active,2010-06-21,,1,2010-06-21,9999-12-31
718,100718,1384510401,"Nora Sims, DO",Nora,Sims,DO,F,Physician,1,Emergency Medicine,Active,2014-10-10,,1,2014-10-10,9999-12-31
719,100719,1046893031,"Cameron Burke, DO",Cameron,Burke,DO,M,Physician,1,Dermatology,Active,2016-01-28,,1,2016-01-28,9999-12-31
720,100720,1764093438,"Faith Gomez, DO",Faith,Gomez,DO,F,Physician,1,Internal Medicine,Active,2011-04-28,,1,2011-04-28,9999-12-31
721,100721,1243293902,"Regina Robinson, DO",Regina,Robinson,DO,F,Physician,1,OB/GYN,Active,2016-12-25,,1,2016-12-25,9999-12-31
722,100722,1043768518,"Ruth Ferguson, DO",Ruth,Ferguson,DO,F,Physician,1,Emergency Medicine,Active,2005-09-11,,1,2005-09-11,9999-12-31
723,100723,1556193161,"Molly Peterson, MD",Molly,Peterson,MD,F,Physician,1,Emergency Medicine,Active,2019-01-29,,1,2019-01-29,9999-12-31
724,100724,1439120839,"Ivy Nguyen, NP",Ivy,Nguyen,NP,F,Advanced Practice Provider,0,Nurse Practitioner,Terminated,2009-06-25,2016-05-22,1,2009-06-25,9999-12-31
725,100725,1195520044,"Isabelle Perkins, MD",Isabelle,Perkins,MD,F,Physician,1,Pediatrics,Active,2016-05-28,,1,2016-05-28,9999-12-31
726,100726,1726050687,"Shannon Marshall, MD",Shannon,Marshall,MD,F,Physician,1,Anesthesiology,Active,2009-09-13,,1,2009-09-13,9999-12-31
727,100727,1851764204,"Tristan Santiago, DO",Tristan,Santiago,DO,M,Physician,1,Emergency Medicine,Active,2009-10-03,,1,2009-10-03,9999-12-31
728,100728,1147815752,"Beverly Hart, DO",Beverly,Hart,DO,F,Physician,1,Anesthesiology,Active,2020-08-04,,1,2020-08-04,9999-12-31
729,100729,1240937232,"Ariana Castillo, PA",Ariana,Castillo,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2015-11-13,,1,2015-11-13,9999-12-31
730,100730,1633265957,"Brandon Harvey, MD",Brandon,Harvey,MD,M,Physician,1,Gastroenterology,Active,2015-01-21,,1,2015-01-21,9999-12-31
731,100731,1071576017,"Mary Munoz, DO",Mary,Munoz,DO,F,Physician,1,Dermatology,Active,2019-04-03,,1,2019-04-03,9999-12-31
732,100732,1312010385,"Jill Hale, MD",Jill,Hale,MD,F,Physician,1,Emergency Medicine,Active,2012-11-10,,1,2012-11-10,9999-12-31
733,100733,1892929150,"Mark Mendoza, NP",Mark,Mendoza,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2005-10-20,,1,2005-10-20,9999-12-31
734,100734,1946662568,"Vincent Carlson, DO",Vincent,Carlson,DO,M,Physician,1,Endocrinology,Active,2022-01-13,,1,2022-01-13,9999-12-31
735,100735,1405761979,"Ryan Hoffman, MD",Ryan,Hoffman,MD,M,Surgeon,1,Urology,Active,2012-01-13,,1,2012-01-13,9999-12-31
736,100736,1748692537,"Gianna Patel, PA",Gianna,Patel,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2008-10-15,,1,2008-10-15,9999-12-31
737,100737,1411648559,"Angela Parsons, MD",Angela,Parsons,MD,F,Physician,1,Radiology,Active,2007-11-29,,1,2007-11-29,9999-12-31
738,100738,1140638347,"Lisa Moore, DO",Lisa,Moore,DO,F,Physician,1,Psychiatry,Active,2016-10-24,,1,2016-10-24,9999-12-31
739,100739,1687638657,"Becky Cook, MD",Becky,Cook,MD,F,Physician,1,Family Medicine,Active,2010-11-13,,1,2010-11-13,9999-12-31
740,100740,1226389150,"Lauren Smith, DO",Lauren,Smith,DO,F,Physician,1,Family Medicine,Active,2007-01-07,,1,2007-01-07,9999-12-31
741,100741,1439246926,"Joe Howell, MD",Joe,Howell,MD,M,Physician,1,Gastroenterology,Active,2016-06-10,,1,2016-06-10,9999-12-31
742,100742,1225819340,"Bethany Bradley, DO",Bethany,Bradley,DO,F,Surgeon,1,General Surgery,Active,2006-04-21,,1,2006-04-21,9999-12-31
743,100743,1290806205,"Sandra Shaw, DO",Sandra,Shaw,DO,F,Physician,1,Family Medicine,Active,2015-06-02,,1,2015-06-02,9999-12-31
744,100744,1009495424,"Edward Guerrero, DO",Edward,Guerrero,DO,M,Physician,1,Psychiatry,Active,2014-08-10,,1,2014-08-10,9999-12-31
745,100745,1394024630,"Nolan Newman, MD",Nolan,Newman,MD,M,Physician,1,Family Medicine,Active,2009-12-05,,1,2009-12-05,9999-12-31
746,100746,1654087514,"Oliver Vasquez, MD",Oliver,Vasquez,MD,M,Physician,1,Internal Medicine,Active,2016-02-11,,1,2016-02-11,9999-12-31
747,100747,1381679135,"Avery Murphy, DO",Avery,Murphy,DO,F,Physician,1,Pediatrics,Active,2023-03-03,,1,2023-03-03,9999-12-31
748,100748,1300810837,"Robert Armstrong, DO",Robert,Armstrong,DO,M,Physician,0,Internal Medicine,Terminated,2021-01-01,2027-04-26,1,2021-01-01,9999-12-31
749,100749,1018817105,"Madelyn Adams, DO",Madelyn,Adams,DO,F,Physician,1,Neurology,Active,2011-08-29,,1,2011-08-29,9999-12-31
750,100750,1379605675,"Isaac Walsh, DO",Isaac,Walsh,DO,M,Physician,1,Cardiology,Active,2012-06-22,,1,2012-06-22,9999-12-31
751,100751,1566962123,"Levi Snyder, DO",Levi,Snyder,DO,M,Physician,1,Internal Medicine,Active,2006-09-15,,1,2006-09-15,9999-12-31
752,100752,1104357371,"Cynthia Olson, MD",Cynthia,Olson,MD,F,Physician,1,Family Medicine,Active,2012-09-16,,1,2012-09-16,9999-12-31
753,100753,1107143161,"Brayden Kennedy, MD",Brayden,Kennedy,MD,M,Physician,1,OB/GYN,Active,2013-09-05,,1,2013-09-05,9999-12-31
754,100754,1918118205,"Carson Green, NP",Carson,Green,NP,M,Advanced Practice Provider,0,Nurse Practitioner,Terminated,2017-05-17,2021-06-05,1,2017-05-17,9999-12-31
755,100755,1105629048,"Max Brooks, DO",Max,Brooks,DO,M,Physician,1,Family Medicine,Active,2008-05-03,,1,2008-05-03,9999-12-31
756,100756,1382234297,"Bennett Chavez, MD",Bennett,Chavez,MD,M,Physician,1,Family Medicine,Active,2009-01-15,,1,2009-01-15,9999-12-31
757,100757,1711755626,"Greyson Mendez, MD",Greyson,Mendez,MD,M,Physician,1,Pediatrics,Active,2015-01-01,,1,2015-01-01,9999-12-31
758,100758,1398004017,"Judy Webb, MD",Judy,Webb,MD,F,Physician,1,Pediatrics,Active,2021-07-05,,1,2021-07-05,9999-12-31
759,100759,1362330201,"Victor White, MD",Victor,White,MD,M,Physician,1,Anesthesiology,Active,2014-01-18,,1,2014-01-18,9999-12-31
760,100760,1282180851,"Donna Young, MD",Donna,Young,MD,F,Physician,1,Dermatology,Active,2014-01-23,,1,2014-01-23,9999-12-31
761,100761,1908141329,"Riley Elliott, MD",Riley,Elliott,MD,F,Physician,0,Pediatrics,Terminated,2023-04-04,2030-07-10,1,2023-04-04,9999-12-31
762,100762,1478831814,"Bentley Schmidt, MD",Bentley,Schmidt,MD,M,Surgeon,1,Urology,Active,2007-12-17,,1,2007-12-17,9999-12-31
763,100763,1512464426,"Sheryl Martin, NP",Sheryl,Martin,NP,F,Advanced Practice Provider,1,Nurse Practitioner,Active,2020-04-07,,1,2020-04-07,9999-12-31
764,100764,1311892884,"Daniel Holmes, MD",Daniel,Holmes,MD,M,Physician,0,Family Medicine,Terminated,2023-04-08,2027-11-21,1,2023-04-08,9999-12-31
765,100765,1686301500,"Brian Fisher, DO",Brian,Fisher,DO,M,Physician,1,Anesthesiology,Active,2010-09-25,,1,2010-09-25,9999-12-31
766,100766,1032659498,"Tucker Wilson, PA",Tucker,Wilson,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2005-10-12,,1,2005-10-12,9999-12-31
767,100767,1156532386,"Griffin Rios, MD",Griffin,Rios,MD,M,Physician,1,Family Medicine,Active,2019-02-17,,1,2019-02-17,9999-12-31
768,100768,1130833511,"Sawyer Contreras, DO",Sawyer,Contreras,DO,M,Surgeon,1,Orthopedic Surgery,Active,2008-08-26,,1,2008-08-26,9999-12-31
769,100769,1482969430,"Patricia Zimmerman, MD",Patricia,Zimmerman,MD,F,Physician,1,Emergency Medicine,Active,2018-11-26,,1,2018-11-26,9999-12-31
770,100770,1515031655,"Liam Campbell, MD",Liam,Campbell,MD,M,Physician,1,Emergency Medicine,Active,2008-01-27,,1,2008-01-27,9999-12-31
771,100771,1567383618,"Heather Herrera, MD",Heather,Herrera,MD,F,Physician,1,Family Medicine,Active,2010-04-08,,1,2010-04-08,9999-12-31
772,100772,1710204403,"Oliver Jacobs, DO",Oliver,Jacobs,DO,M,Physician,1,Psychiatry,Active,2017-10-05,,1,2017-10-05,9999-12-31
773,100773,1266013076,"Felix Sandoval, DO",Felix,Sandoval,DO,M,Physician,0,Internal Medicine,Terminated,2017-02-12,2022-11-05,1,2017-02-12,9999-12-31
774,100774,1558691478,"Kaden Torres, DO",Kaden,Torres,DO,M,Physician,1,OB/GYN,Active,2015-10-05,,1,2015-10-05,9999-12-31
775,100775,1583159529,"Alicia James, DO",Alicia,James,DO,F,Physician,1,Family Medicine,Active,2021-07-17,,1,2021-07-17,9999-12-31
776,100776,1985991919,"Marie Payne, PA",Marie,Payne,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2010-08-24,,1,2010-08-24,9999-12-31
777,100777,1014448859,"Tammy Lane, DO",Tammy,Lane,DO,F,Physician,1,Anesthesiology,Active,2023-04-05,,1,2023-04-05,9999-12-31
778,100778,1574602311,"Peggy Fernandez, MD",Peggy,Fernandez,MD,F,Physician,1,Family Medicine,Active,2011-04-29,,1,2011-04-29,9999-12-31
779,100779,1268429607,"Wayne Dixon, DO",Wayne,Dixon,DO,M,Physician,1,Internal Medicine,Active,2014-04-15,,1,2014-04-15,9999-12-31
780,100780,1643481942,"Ella Cole, DO",Ella,Cole,DO,F,Physician,1,Family Medicine,Active,2017-05-21,,1,2017-05-21,9999-12-31
781,100781,1402024365,"Natalie Lawson, MD",Natalie,Lawson,MD,F,Physician,1,Internal Medicine,Active,2022-12-07,,1,2022-12-07,9999-12-31
782,100782,1097690520,"Aaron Morgan, MD",Aaron,Morgan,MD,M,Physician,1,Psychiatry,Active,2008-12-09,,1,2008-12-09,9999-12-31
783,100783,1123218396,"John King, DO",John,King,DO,M,Physician,1,Nephrology,Active,2017-07-06,,1,2017-07-06,9999-12-31
784,100784,1801326286,"Jace Martinez, MD",Jace,Martinez,MD,M,Physician,1,OB/GYN,Active,2014-04-30,,1,2014-04-30,9999-12-31
785,100785,1046867242,"Quinn Coleman, DO",Quinn,Coleman,DO,F,Physician,1,Family Medicine,Active,2015-02-05,,1,2015-02-05,9999-12-31
786,100786,1277859213,"Jasper Simmons, MD",Jasper,Simmons,MD,M,Physician,1,Nephrology,Active,2012-01-21,,1,2012-01-21,9999-12-31
787,100787,1675245698,"Walter Chapman, MD",Walter,Chapman,MD,M,Physician,1,Pediatrics,Active,2020-09-11,,1,2020-09-11,9999-12-31
788,100788,1317627591,"Axel Vargas, MD",Axel,Vargas,MD,M,Surgeon,1,Orthopedic Surgery,Active,2008-10-15,,1,2008-10-15,9999-12-31
789,100789,1149017013,"Jonathan Graham, DO",Jonathan,Graham,DO,M,Physician,1,Pulmonology,Active,2008-01-06,,1,2008-01-06,9999-12-31
790,100790,1196696808,"Lydia Stewart, MD",Lydia,Stewart,MD,F,Physician,1,Family Medicine,Active,2017-09-04,,1,2017-09-04,9999-12-31
791,100791,1542530346,"Monica Rivera, MD",Monica,Rivera,MD,F,Physician,1,Internal Medicine,Active,2014-10-21,,1,2014-10-21,9999-12-31
792,100792,1028545161,"Damian Butler, MD",Damian,Butler,MD,M,Physician,1,Internal Medicine,Active,2010-06-14,,1,2010-06-14,9999-12-31
793,100793,1961845823,"Connie Willis, MD",Connie,Willis,MD,F,Physician,1,Internal Medicine,Active,2017-07-15,,1,2017-07-15,9999-12-31
794,100794,1568932042,"Christian Morrison, DO",Christian,Morrison,DO,M,Physician,1,Pulmonology,Active,2007-07-21,,1,2007-07-21,9999-12-31
795,100795,1535194907,"Hazel Le, DO",Hazel,Le,DO,F,Physician,1,Emergency Medicine,Active,2022-03-13,,1,2022-03-13,9999-12-31
796,100796,1552993158,"Mason Diaz, DO",Mason,Diaz,DO,M,Physician,1,Emergency Medicine,Active,2009-11-19,,1,2009-11-19,9999-12-31
797,100797,1767127351,"Carrie Garza, DO",Carrie,Garza,DO,F,Physician,1,Family Medicine,Active,2012-04-20,,1,2012-04-20,9999-12-31
798,100798,1351816188,"Gary Miller, PA",Gary,Miller,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2005-02-13,,1,2005-02-13,9999-12-31
799,100799,1617776434,"Gerald Ellis, MD",Gerald,Ellis,MD,M,Physician,1,Endocrinology,Active,2021-08-08,,1,2021-08-08,9999-12-31
800,100800,1621207390,"Sarah Foster, DO",Sarah,Foster,DO,F,Physician,1,Pediatrics,Active,2021-09-16,,1,2021-09-16,9999-12-31
801,100801,1852116610,"Roger Davis, MD",Roger,Davis,MD,M,Physician,1,Neurology,Active,2016-09-29,,1,2016-09-29,9999-12-31
802,100802,1425271153,"Weston Gardner, DO",Weston,Gardner,DO,M,Physician,1,Pediatrics,Active,2020-10-22,,1,2020-10-22,9999-12-31
803,100803,1713951722,"Albert Rose, MD",Albert,Rose,MD,M,Physician,1,Emergency Medicine,Active,2011-03-05,,1,2011-03-05,9999-12-31
804,100804,1563912688,"Jennifer Castro, MD",Jennifer,Castro,MD,F,Physician,1,Family Medicine,Active,2019-02-25,,1,2019-02-25,9999-12-31
805,100805,1396638112,"Jacob Ross, MD",Jacob,Ross,MD,M,Physician,1,Cardiology,Active,2009-06-13,,1,2009-06-13,9999-12-31
806,100806,1991746627,"Preston Figueroa, MD",Preston,Figueroa,MD,M,Physician,1,Anesthesiology,Active,2008-03-17,,1,2008-03-17,9999-12-31
807,100807,1585428745,"Melissa Hayes, PA",Melissa,Hayes,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2012-02-20,,1,2012-02-20,9999-12-31
808,100808,1608389266,"Jesse Guzman, PA",Jesse,Guzman,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2023-04-16,,1,2023-04-16,9999-12-31
809,100809,1182076641,"Josephine Garcia, DO",Josephine,Garcia,DO,F,Physician,1,Family Medicine,Active,2005-04-26,,1,2005-04-26,9999-12-31
810,100810,1913013917,"Chase Murray, MD",Chase,Murray,MD,M,Physician,1,Internal Medicine,Active,2009-05-11,,1,2009-05-11,9999-12-31
811,100811,1907173533,"Carl Hansen, DO",Carl,Hansen,DO,M,Physician,1,Internal Medicine,Active,2008-04-01,,1,2008-04-01,9999-12-31
812,100812,1374373837,"Gabriella Bailey, DO",Gabriella,Bailey,DO,F,Physician,1,Family Medicine,Active,2019-03-19,,1,2019-03-19,9999-12-31
813,100813,1195037982,"Jerry Ward, MD",Jerry,Ward,MD,M,Physician,1,Emergency Medicine,Active,2012-06-02,,1,2012-06-02,9999-12-31
814,100814,1448555405,"Kinsley Mills, DO",Kinsley,Mills,DO,F,Physician,0,Family Medicine,Terminated,2007-12-03,2013-08-25,1,2007-12-03,9999-12-31
815,100815,1410023107,"Samuel Owens, MD",Samuel,Owens,MD,M,Physician,1,Dermatology,Active,2007-05-06,,1,2007-05-06,9999-12-31
816,100816,1174490236,"Rhonda Henry, MD",Rhonda,Henry,MD,F,Surgeon,1,General Surgery,Active,2014-10-21,,1,2014-10-21,9999-12-31
817,100817,1649980763,"Lynn Peters, DO",Lynn,Peters,DO,F,Physician,1,Family Medicine,Active,2010-04-24,,1,2010-04-24,9999-12-31
818,100818,1841768768,"Austin Flores, DO",Austin,Flores,DO,M,Physician,1,Radiology,Active,2008-11-29,,1,2008-11-29,9999-12-31
819,100819,1608385287,"Connor Anderson, MD",Connor,Anderson,MD,M,Physician,1,Gastroenterology,Active,2013-12-16,,1,2013-12-16,9999-12-31
820,100820,1098718718,"Patrick Burns, MD",Patrick,Burns,MD,M,Physician,1,Pediatrics,Active,2008-06-27,,1,2008-06-27,9999-12-31
821,100821,1702716735,"Declan Larson, MD",Declan,Larson,MD,M,Physician,1,OB/GYN,Active,2007-12-08,,1,2007-12-08,9999-12-31
822,100822,1892752146,"Vivian Duncan, MD",Vivian,Duncan,MD,F,Physician,1,Internal Medicine,Active,2018-10-23,,1,2018-10-23,9999-12-31
823,100823,1543359056,"Hudson Gordon, DO",Hudson,Gordon,DO,M,Physician,1,Internal Medicine,Active,2019-02-25,,1,2019-02-25,9999-12-31
824,100824,1192921959,"Kingston Williams, MD",Kingston,Williams,MD,M,Physician,1,Emergency Medicine,Active,2010-12-14,,1,2010-12-14,9999-12-31
825,100825,1890064603,"Max Jordan, MD",Max,Jordan,MD,M,Physician,1,Family Medicine,Active,2011-06-02,,1,2011-06-02,9999-12-31
826,100826,1176193117,"Frank Nichols, MD",Frank,Nichols,MD,M,Surgeon,1,Urology,Active,2011-08-30,,1,2011-08-30,9999-12-31
827,100827,1709962427,"Piper Phillips, DO",Piper,Phillips,DO,F,Surgeon,1,General Surgery,Active,2011-03-31,,1,2011-03-31,9999-12-31
828,100828,1615442116,"Leo Meyer, DO",Leo,Meyer,DO,M,Physician,1,Gastroenterology,Active,2005-05-17,,1,2005-05-17,9999-12-31
829,100829,1321811953,"Anita Patterson, DO",Anita,Patterson,DO,F,Physician,1,Cardiology,Active,2013-12-09,,1,2013-12-09,9999-12-31
830,100830,1286308348,"Natalia Ruiz, DO",Natalia,Ruiz,DO,F,Physician,1,Psychiatry,Active,2019-07-26,,1,2019-07-26,9999-12-31
831,100831,1943597699,"Autumn Sutton, MD",Autumn,Sutton,MD,F,Physician,1,Radiology,Active,2020-08-21,,1,2020-08-21,9999-12-31
832,100832,1596613961,"Ian Perry, MD",Ian,Perry,MD,M,Physician,1,Family Medicine,Active,2007-08-13,,1,2007-08-13,9999-12-31
833,100833,1786537559,"Catherine Edwards, DO",Catherine,Edwards,DO,F,Physician,1,Internal Medicine,Active,2014-09-05,,1,2014-09-05,9999-12-31
834,100834,1213029511,"Kristen Richardson, DO",Kristen,Richardson,DO,F,Physician,1,Emergency Medicine,Active,2009-08-14,,1,2009-08-14,9999-12-31
835,100835,1610172030,"Valentina Hudson, MD",Valentina,Hudson,MD,F,Physician,1,Emergency Medicine,Active,2017-01-05,,1,2017-01-05,9999-12-31
836,100836,1757022056,"April George, MD",April,George,MD,F,Physician,1,Anesthesiology,Active,2015-07-08,,1,2015-07-08,9999-12-31
837,100837,1885099778,"Donald Grant, DO",Donald,Grant,DO,M,Physician,0,OB/GYN,Terminated,2006-06-18,2009-09-10,1,2006-06-18,9999-12-31
838,100838,1142588878,"Crystal Perez, PA",Crystal,Perez,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2005-08-19,,1,2005-08-19,9999-12-31
839,100839,1562258267,"Liam Gonzales, DO",Liam,Gonzales,DO,M,Physician,1,Internal Medicine,Active,2005-03-27,,1,2005-03-27,9999-12-31
840,100840,1833525764,"Cameron Alexander, DO",Cameron,Alexander,DO,M,Physician,1,Family Medicine,Active,2017-07-22,,1,2017-07-22,9999-12-31
841,100841,1942584625,"Nina Reed, MD",Nina,Reed,MD,F,Physician,1,Endocrinology,Active,2016-03-20,,1,2016-03-20,9999-12-31
842,100842,1603283609,"Layla Romero, DO",Layla,Romero,DO,F,Physician,1,Family Medicine,Active,2019-09-16,,1,2019-09-16,9999-12-31
843,100843,1170150398,"Brayden Cunningham, MD",Brayden,Cunningham,MD,M,Physician,1,OB/GYN,Active,2008-09-21,,1,2008-09-21,9999-12-31
844,100844,1191099624,"Vincent Nunez, MD",Vincent,Nunez,MD,M,Physician,0,Pediatrics,Terminated,2005-09-10,2007-11-14,1,2005-09-10,9999-12-31
845,100845,1212506973,"Keith Clark, MD",Keith,Clark,MD,M,Physician,1,Emergency Medicine,Active,2019-08-03,,1,2019-08-03,9999-12-31
846,100846,1792690966,"Jesse Daniels, MD",Jesse,Daniels,MD,M,Surgeon,0,General Surgery,Terminated,2019-08-19,2024-04-27,1,2019-08-19,9999-12-31
847,100847,1404329430,"Betty Li, MD",Betty,Li,MD,F,Physician,1,Cardiology,Active,2013-11-28,,1,2013-11-28,9999-12-31
848,100848,1711971494,"Henry Cox, MD",Henry,Cox,MD,M,Physician,0,Internal Medicine,Terminated,2005-06-04,2012-03-05,1,2005-06-04,9999-12-31
849,100849,1633317562,"Paige Knight, MD",Paige,Knight,MD,F,Physician,1,Internal Medicine,Active,2016-06-29,,1,2016-06-29,9999-12-31
850,100850,1771042676,"Charles Jones, DO",Charles,Jones,DO,M,Physician,0,Family Medicine,Terminated,2008-01-04,2012-10-19,1,2008-01-04,9999-12-31
851,100851,1519090106,"Terry Long, DO",Terry,Long,DO,M,Surgeon,1,General Surgery,Active,2021-04-11,,1,2021-04-11,9999-12-31
852,100852,1983500392,"Vanessa Hughes, MD",Vanessa,Hughes,MD,F,Physician,1,Pediatrics,Active,2019-05-29,,1,2019-05-29,9999-12-31
853,100853,1056058746,"Alexander Manning, MD",Alexander,Manning,MD,M,Physician,1,Cardiology,Active,2014-08-30,,1,2014-08-30,9999-12-31
854,100854,1125802491,"Geraldine Jackson, DO",Geraldine,Jackson,DO,F,Physician,1,Family Medicine,Active,2013-09-30,,1,2013-09-30,9999-12-31
855,100855,1409364302,"Paisley Hall, PA",Paisley,Hall,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2019-01-12,,1,2019-01-12,9999-12-31
856,100856,1630827979,"Deborah Harris, MD",Deborah,Harris,MD,F,Physician,1,OB/GYN,Active,2019-09-08,,1,2019-09-08,9999-12-31
857,100857,1828950142,"Amanda Harper, DO",Amanda,Harper,DO,F,Physician,1,OB/GYN,Active,2009-06-08,,1,2009-06-08,9999-12-31
858,100858,1438168373,"Adam Goodwin, DO",Adam,Goodwin,DO,M,Surgeon,0,General Surgery,Terminated,2019-06-07,2024-03-17,1,2019-06-07,9999-12-31
859,100859,1287841127,"Johnny Pena, DO",Johnny,Pena,DO,M,Surgeon,1,Orthopedic Surgery,Active,2011-09-03,,1,2011-09-03,9999-12-31
860,100860,1642726426,"Easton Crawford, MD",Easton,Crawford,MD,M,Surgeon,1,General Surgery,Active,2016-08-15,,1,2016-08-15,9999-12-31
861,100861,1749869382,"Benjamin Palmer, NP",Benjamin,Palmer,NP,M,Advanced Practice Provider,1,Nurse Practitioner,Active,2019-04-23,,1,2019-04-23,9999-12-31
862,100862,1128949246,"Madison Johnston, MD",Madison,Johnston,MD,F,Physician,1,Family Medicine,Active,2017-04-07,,1,2017-04-07,9999-12-31
863,100863,1972643336,"Ruby Tran, DO",Ruby,Tran,DO,F,Physician,1,Emergency Medicine,Active,2007-06-10,,1,2007-06-10,9999-12-31
864,100864,1418409261,"Sawyer Silva, MD",Sawyer,Silva,MD,M,Physician,1,Internal Medicine,Active,2012-09-17,,1,2012-09-17,9999-12-31
865,100865,1640934281,"Richard Chambers, MD",Richard,Chambers,MD,M,Physician,1,Family Medicine,Active,2006-03-29,,1,2006-03-29,9999-12-31
866,100866,1415253471,"Paul Wells, DO",Paul,Wells,DO,M,Physician,1,Internal Medicine,Active,2015-04-08,,1,2015-04-08,9999-12-31
867,100867,1561310393,"Bernice Hanson, DO",Bernice,Hanson,DO,F,Physician,1,Anesthesiology,Active,2007-09-16,,1,2007-09-16,9999-12-31
868,100868,1789150201,"Parker Reynolds, DO",Parker,Reynolds,DO,M,Physician,1,Neurology,Active,2005-07-22,,1,2005-07-22,9999-12-31
869,100869,1823281965,"Kevin Moreno, DO",Kevin,Moreno,DO,M,Physician,1,Psychiatry,Active,2008-06-11,,1,2008-06-11,9999-12-31
870,100870,1543751583,"Allison Salazar, MD",Allison,Salazar,MD,F,Physician,1,Neurology,Active,2021-03-26,,1,2021-03-26,9999-12-31
871,100871,1409212914,"Oliver Alvarez, DO",Oliver,Alvarez,DO,M,Physician,1,Oncology,Active,2009-03-15,,1,2009-03-15,9999-12-31
872,100872,1648490549,"Trinity Lynch, MD",Trinity,Lynch,MD,F,Surgeon,1,General Surgery,Active,2020-10-28,,1,2020-10-28,9999-12-31
873,100873,1573482148,"Mia Stone, PA",Mia,Stone,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2012-01-30,,1,2012-01-30,9999-12-31
874,100874,1774143114,"Jayden Austin, DO",Jayden,Austin,DO,M,Physician,0,Cardiology,Terminated,2006-07-16,2010-09-22,1,2006-07-16,9999-12-31
875,100875,1765862480,"Kylie O'Brien, MD",Kylie,O'Brien,MD,F,Physician,1,OB/GYN,Active,2005-03-12,,1,2005-03-12,9999-12-31
876,100876,1126023828,"George Hawkins, PA",George,Hawkins,PA,M,Advanced Practice Provider,1,Physician Assistant,Active,2022-06-20,,1,2022-06-20,9999-12-31
877,100877,1879288647,"Greyson Lee, DO",Greyson,Lee,DO,M,Surgeon,1,Orthopedic Surgery,Active,2012-05-22,,1,2012-05-22,9999-12-31
878,100878,1427629325,"Marcus Castro, MD",Marcus,Castro,MD,M,Physician,1,Family Medicine,Active,2006-09-30,,1,2006-09-30,9999-12-31
879,100879,1667857119,"Rachel Snyder, PA",Rachel,Snyder,PA,F,Advanced Practice Provider,1,Physician Assistant,Active,2022-06-09,,1,2022-06-09,9999-12-31
880,100880,1345315194,"Jasper Andrews, MD",Jasper,Andrews,MD,M,Physician,1,Cardiology,Active,2006-03-21,,1,2006-03-21,9999-12-31
